Marker_name	Chromosome	Marker_position
A20497	chrX	127849126
A20498	chr2	37433483
A20499	chr6	80146754
A20500	chr6	134925269
A20501	chr6	153027066
A20502	chr6	111368397
A20503	chr2	21356466
A20504	chr7	4899494
A20505	chr6	6535397
A20506	chr6	66804063
A20507	chr19	56090555
A20508	chr6	12319754
A20509	chr20	17992763
A20510	chr6	90132292
A20511	chr6	133020364
A20512	chr16	1528207
A20513	chr2	91679410
A20514	chr11	49857782
A20515	chr1	22314324
A20516	chr6	53061737
A20517	chr6	70415615
A20518	chr1	54441173
A20519	chr6	154897828
A20520	chr6	53100757
A20521	chrX	37351537
A20522	chr6	158936949
A20523	chr17	6916793
A20524	chr6	159147307
A20525	chr6	100498680
A20526	chr6	7987577
A20527	chr12	120888423
A20528	chr21	24463251
A20529	chr6	93597634
A20530	chr6	151733737
A20531	chr10	81343343
A20532	chr11	64070052
A20533	chr22	49065998
A20534	chr7	20867158
A20535	chr6	138316845
A20536	chr1	16914435
A20537	chr8	36746412
A20538	chrX	147134009
A20539	chr7	7862015
A20540	chr6	109105792
A20541	chr6	5086587
A20542	chr2	24345952
A20543	chr6	95952215
A20544	chr6	129479466
A20545	chr6	64567498
A20546	chr6	109610740
A20547	chr6	131790437
A20548	chr6	56840632
A20549	chr6	31487662
A20550	chr6	139935958
A20551	chr7	94463487
A20552	chr6	28060187
A20553	chr6	96439604
A20554	chr19	2298965
A20555	chr6	86796492
A20556	chrX	48441604
A20557	chr5	79655379
A20558	chr6	122179619
A20559	chr19	10418017
A20560	chr17	8064665
A20561	chr6	106387
A20562	chr22	17340058
A20563	chr6	88986154
A20564	chr6	160134425
A20565	chr1	149814854
A20566	chr6	134618984
A20567	chr6	90012167
A20568	chr6	66498745
A20569	chr6	147728721
A20570	chr6	98627541
A20571	chr6	73765200
A20572	chr6	25024093
A20573	chr6	126924148
A20574	chr6	86369967
A20575	chr7	154861022
A20576	chr6	34231269
A20577	chr10	92813806
A20578	chr6	39964263
A20579	chr6	54635656
A20580	chr6	56297379
A20581	chr6	127684103
A20582	chr1	212225100
A20583	chr6	27293160
A20584	chr1	32702240
A20585	chr16	9250490
A20586	chr6	149915449
A20587	chr6	13949611
A20588	chr6	90507456
A20589	chr6	26322312
A20590	chr6	129250636
A20591	chr4	113606435
A20592	chrX	69368968
A20593	chr9	4945286
A20594	chr11	49000150
A20595	chr19	51305630
A20596	chr19	54175258
A20597	chr17	79107052
A20598	chr1	201777784
A20599	chr15	65054650
A20600	chr8	41517992
A20601	chr14	101496427
A20602	chr22	20236695
A20603	chr15	52569355
A20604	chr20	2633455
A20605	chr10	65132762
A20606	chr15	34820531
A20607	chr16	70571954
A20608	chr3	128081054
A20609	chrX	140008360
A20610	chr20	49231247
A20611	chr14	91592833
A20612	chr20	2634895
A20613	chr3	183959235
A20614	chr19	20579281
A20615	chr22	41488543
A20616	chr11	93466885
A20617	chr8	129061441
A20618	chr10	70514962
A20619	chr10	70519123
A20620	chrX	94318182
A20621	chr17	2651424
A20622	chr1	68649247
A20623	chr10	112748727
A20624	chr4	183090488
A20625	chr11	94199703
A20626	chr2	70480093
A20627	chr2	180725599
A20628	chr19	51302744
A20629	chr3	163889301
A20630	chr8	129162398
A20631	chr5	100152227
A20632	chr3	71591180
A20633	chr4	102251515
A20634	chr6	31924666
A20635	chr9	100125899
A20636	chr11	64136124
A20637	chr5	132763343
A20638	chr2	133014596
A20639	chr1	231155622
A20640	chr4	174189347
A20641	chr14	81669108
A20642	chr12	120151484
A20643	chr7	36958999
A20644	chr10	12767302
A20645	chr11	70130118
A20646	chrX	32659633
A20647	chr17	16185365
A20648	chr12	57588323
A20649	chr22	20073623
A20650	chr4	148265825
A20651	chr10	14478617
A20652	chr19	51302334
A20653	chr1	171070908
A20654	chr7	18166887
A20655	chr5	179225312
A20656	chr1	224444774
A20657	chr19	10662839
A20658	chr19	2234104
A20659	chr20	60528660
A20660	chr10	100155019
A20661	chr3	186504552
A20662	chr19	54191778
A20663	chr5	153726736
A20664	chr5	109849573
A20665	chr7	147075161
A20666	chr2	25551549
A20667	chr6	156267972
A20668	chrX	47248112
A20669	chrX	117520395
A20670	chr5	175794991
A20671	chrX	37883193
A20672	chrX	51933780
A20673	chr15	78330905
A20674	chr12	97885719
A20675	chr12	49048233
A20676	chr18	19263514
A20677	chrX	83480798
A20678	chr6	133137978
A20679	chr2	189842852
A20680	chr7	102046245
A20681	chr16	70563451
A20682	chr14	101509356
A20683	chr14	64561792
A20684	chr1	28905297
A20685	chr17	19247853
A20686	chr1	167967931
A20687	chr19	54261529
A20688	chr5	154065378
A20689	chr12	113132910
A20690	chr4	67142594
A20691	chr19	10514174
A20692	chr3	47891082
A20693	chr11	90602329
A20694	chr10	56367675
A20695	chr22	45596867
A20696	chr12	50627960
A20697	chr14	101510577
A20698	chr8	26906425
A20699	chr2	208134073
A20700	chr15	89151383
A20701	chr15	86313768
A20702	chr1	203698771
A20703	chr15	34674310
A20704	chr13	108183557
A20705	chr16	2140240
A20706	chr1	19223603
A20707	chr20	30825624
A20708	chr1	193105673
A20709	chr6	33967788
A20710	chr17	13446904
A20711	chr11	7256032
A20712	chrX	51806506
A20713	chrX	113949705
A20714	chrX	54840866
A20715	chr17	46233831
A20716	chr7	22896268
A20717	chr14	101491944
A20718	chr14	77732597
A20719	chr3	164059183
A20720	chr22	26951233
A20721	chr20	34041847
A20722	chr10	105154084
A20723	chr8	128972910
A20724	chr2	213291035
A20725	chr7	21510720
A20726	chr12	79813069
A20727	chr15	44085907
A20728	chr3	75679961
A20729	chr16	11400340
A20730	chr8	145625517
A20731	chr19	48259164
A20732	chr1	21314866
A20733	chr7	143701545
A20734	chr8	25801079
A20735	chr16	90095812
A20736	chr6	42858279
A20737	chr2	68444679
A20738	chr19	43235255
A20739	chr9	35076922
A20740	chr7	143747967
A20741	chr21	46047667
A20742	chr7	99703570
A20743	chr11	51411913
A20744	chr2	27802488
A20745	chr7	47698044
A20746	chr17	39182866
A20747	chr7	143175427
A20748	chr7	143792663
A20749	chr21	46057821
A20750	chr21	46086475
A20751	chr7	132070769
A20752	chrX	151936446
A20753	chr8	48650559
A20754	chrX	144910148
A20755	chr19	53448902
A20756	chr19	43434808
A20757	chr1	197333077
A20758	chr17	39190624
A20759	chr17	3181730
A20760	chr3	48956019
A20761	chr5	159823629
A20762	chr18	61632771
A20763	chr1	247921329
A20764	chr22	39227222
A20765	chr4	165850874
A20766	chr7	53103983
A20767	chr7	99150045
A20768	chr7	143632815
A20769	chr8	26189601
A20770	chr19	49622026
A20771	chr19	52881109
A20772	chr17	15559449
A20773	chrX	129629750
A20774	chr11	123624724
A20775	chr11	124789859
A20776	chr7	143771781
A20777	chr7	142919646
A20778	chr7	143826656
A20779	chr2	233414002
A20780	chr19	35639679
A20781	chr8	71642103
A20782	chr12	62996372
A20783	chr1	247274590
A20784	chr11	50003540
A20785	chr3	124899750
A20786	chr19	55352077
A20787	chr2	240981814
A20788	chr3	152058131
A20789	chr22	36054449
A20790	chr11	61650257
A20791	chr7	144015684
A20792	chr7	46039798
A20793	chr3	133647824
A20794	chr14	22133767
A20795	chr1	1327899
A20796	chr19	18685450
A20797	chr1	109842325
A20798	chr6	32127614
A20799	chr7	143807132
A20800	chr5	442451
A20801	chrX	47886890
A20802	chr17	27409537
A20803	chr11	4389054
A20804	chr7	26682189
A20805	chr2	47046801
A20806	chr1	45277705
A20807	chr7	102419545
A20808	chr2	130738773
A20809	chr21	35772992
A20810	chr16	90110175
A20811	chr14	23512322
A20812	chr2	171570019
A20813	chr14	19571721
A20814	chr22	23261865
A20815	chr2	131392359
A20816	chr2	96780345
A20817	chr2	87830605
A20818	chr1	32678246
A20819	chr10	75676131
A20820	chr10	21785530
A20821	chr16	85775266
A20822	chr2	232756980
A20823	chrX	113886058
A20824	chr11	61582672
A20825	chr20	47896901
A20826	chr1	220373953
A20827	chr10	69918000
A20828	chrX	63005924
A20829	chr15	96876513
A20830	chrX	113997783
A20831	chr1	236016330
A20832	chr12	102190234
A20833	chr6	166922881
A20834	chr16	71792347
A20835	chr19	1816197
A20836	chr1	120910550
A20837	chr2	131450579
A20838	chr22	22697811
A20839	chr3	22002689
A20840	chr3	184895201
A20841	chr5	17354268
A20842	chr1	145106571
A20843	chr13	37064396
A20844	chr6	74032866
A20845	chr13	96158931
A20846	chr9	33786676
A20847	chr1	201493716
A20848	chr14	101537761
A20849	chrY	27898776
A20850	chr6	166361913
A20851	chr1	58521978
A20852	chr11	89649607
A20853	chr8	11995631
A20854	chr7	14110582
A20855	chr1	155121157
A20856	chr7	143300122
A20857	chrX	94754819
A20858	chr10	47092885
A20859	chr10	89033000
A20860	chrX	155215474
A20861	chr21	23809639
A20862	chr1	117283917
A20863	chr1	94387023
A20864	chr16	70284983
A20865	chr6	33228936
A20866	chr14	107139889
A20867	chr8	172708
A20868	chr17	14139584
A20869	chr3	41900964
A20870	chr15	37100728
A20871	chr1	246964250
A20872	chr8	86748556
A20873	chr3	183744850
A20874	chr6	32628081
A20875	chr8	7609161
A20876	chr13	37316308
A20877	chrX	102082211
A20878	chr19	12183947
A20879	chr7	80007010
A20880	chr9	131104740
A20881	chr22	20984041
A20882	chr7	63546446
A20883	chr2	95425514
A20884	chr7	63036787
A20885	chr4	9236905
A20886	chr15	43988252
A20887	chr19	5563111
A20888	chr1	119628099
A20889	chr7	90261551
A20890	chr10	22498346
A20891	chr1	159675085
A20892	chr21	39380883
A20893	chr11	5255254
A20894	chrX	24330205
A20895	chr13	109937201
A20896	chr4	127485297
A20897	chr9	5856103
A20898	chr6	52674334
A20899	chr13	20032698
A20900	chr13	112981210
A20901	chr2	132163548
A20902	chrY	27580382
A20903	chrY	23560174
A20904	chr19	56272460
A20905	chr14	107114007
A20906	chrX	73326600
A20907	chr1	100164266
A20908	chr7	136623163
A20909	chr21	15962573
A20910	chr3	39400724
A20911	chr13	50935722
A20912	chr9	21209483
A20913	chr13	38671161
A20914	chr21	47885801
A20915	chr1	240334023
A20916	chrY	26317487
A20917	chr6	150223105
A20918	chr7	75042835
A20919	chr11	89792656
A20920	chr13	59325774
A20921	chr7	138387079
A20922	chr13	49619572
A20923	chrX	24382209
A20924	chr11	5336458
A20925	chr21	37858995
A20926	chrX	133679054
A20927	chr20	1667387
A20928	chr11	3416199
A20929	chr2	130892092
A20930	chr21	46715234
A20931	chr7	81648882
A20932	chrX	85559729
A20933	chrX	2551329
A20934	chr1	236687088
A20935	chr9	70730755
A20936	chr2	233309436
A20937	chr3	23846955
A20938	chr3	40425056
A20939	chr21	34637371
A20940	chr19	18993448
A20941	chr3	186618166
A20942	chr21	40115164
A20943	chr1	151922693
A20944	chr13	60723235
A20945	chr2	92222599
A20946	chr10	73269770
A20947	chr10	89591527
A20948	chr21	24762948
A20949	chr2	203066356
A20950	chr1	174726122
A20951	chr9	42470278
A20952	chr22	43922372
A20953	chr2	16068330
A20954	chr20	37606709
A20955	chr6	33049340
A20956	chr22	16112745
A20957	chr3	183726666
A20958	chr8	7139029
A20959	chr20	42847133
A20960	chr1	93221932
A20961	chr3	33075828
A20962	chr10	44147208
A20963	chrY	15343042
A20964	chr2	39038185
A20965	chr21	10899543
A20966	chrX	151648772
A20967	chr3	178156043
A20968	chr11	119213517
A20969	chr16	90053781
A20970	chr2	149621253
A20971	chr1	240933777
A20972	chr3	31836814
A20973	chr1	13140
A20974	chr2	176707822
A20975	chrY	27131985
A20976	chr17	17579171
A20977	chr7	74620033
A20978	chr10	21914368
A20979	chr14	22907542
A20980	chr14	54458266
A20981	chr2	186821552
A20982	chr9	127440828
A20983	chr5	111498098
A20984	chr10	48157594
A20985	chr1	182911394
A20986	chr2	90153977
A20987	chr2	135584657
A20988	chr1	1262206
A20989	chr7	55252035
A20990	chr7	84658076
A20991	chrY	14464383
A20992	chr4	122372909
A20993	chr2	207124497
A20994	chr3	24141244
A20995	chrY	9644808
A20996	chr15	25444169
A20997	chr1	95194927
A20998	chr3	5124005
A20999	chrX	120074217
A21000	chr7	37045318
A21001	chr9	69478398
A21002	chr7	41776250
A21003	chr13	31128318
A21004	chr22	25048123
A21005	chr17	18580822
A21006	chr1	26846293
A21007	chr22	22775155
A21008	chr2	219065634
A21009	chr2	243062105
A21010	chr18	57428963
A21011	chr10	44227907
A21012	chr2	25228411
A21013	chrY	25804595
A21014	chr2	11538655
A21015	chr1	25620894
A21016	chr9	69452181
A21017	chr5	134530357
A21018	chr2	177045804
A21019	chrX	152290851
A21020	chr1	161507154
A21021	chrX	22185975
A21022	chr1	63719281
A21023	chr6	74101125
A21024	chrX	18884280
A21025	chr17	34498528
A21026	chr1	248154037
A21027	chr6	29149754
A21028	chrX	122250797
A21029	chr3	27256408
A21030	chr1	119598718
A21031	chr1	52645872
A21032	chr2	215388267
A21033	chr1	159939929
A21034	chr3	11920453
A21035	chr20	15600301
A21036	chrX	118601529
A21037	chr1	170247046
A21038	chr2	234775586
A21039	chr10	91122647
A21040	chr5	63970947
A21041	chr21	14424917
A21042	chr6	29962652
A21043	chr1	8846621
A21044	chr2	187353580
A21045	chr7	158416010
A21046	chr6	30675902
A21047	chr13	30454646
A21048	chrY	9379467
A21049	chr2	150177528
A21050	chr13	78177288
A21051	chr17	61590792
A21052	chr20	37958112
A21053	chr18	56700268
A21054	chr14	107082818
A21055	chr10	4439621
A21056	chr17	62078687
A21057	chr6	31992867
A21058	chr13	94479537
A21059	chrX	22454325
A21060	chrX	47700731
A21061	chr3	193711447
A21062	chr13	30496786
A21063	chr7	102782091
A21064	chr9	21278333
A21065	chr13	90883287
A21066	chr19	50192876
A21067	chr3	48887209
A21068	chr3	172321513
A21069	chrX	73381630
A21070	chr22	16350637
A21071	chr9	73532165
A21072	chrX	145895934
A21073	chr20	30758393
A21074	chr7	63585891
A21075	chr1	207348048
A21076	chr2	24095511
A21077	chr22	22525655
A21078	chr16	71899532
A21079	chrY	22972178
A21080	chr2	166798384
A21081	chr1	81892715
A21082	chr20	34132333
A21083	chr13	48708582
A21084	chr13	30680163
A21085	chr3	13740164
A21086	chr7	46674378
A21087	chr1	157043772
A21088	chr20	52037966
A21089	chr6	11116615
A21090	chrX	154768454
A21091	chr9	44150960
A21092	chr9	98909213
A21093	chr6	33091335
A21094	chr2	132400893
A21095	chr1	228302936
A21096	chr21	46828640
A21097	chr2	177511562
A21098	chr16	51680355
A21099	chr6	29499271
A21100	chr6	28498215
A21101	chr8	49297379
A21102	chr10	80765368
A21103	chr10	29737502
A21104	chr21	35508051
A21105	chr9	70085408
A21106	chr21	17493797
A21107	chr2	90007915
A21108	chr3	195636537
A21109	chr1	179417144
A21110	chr1	242221965
A21111	chrY	8219578
A21112	chr13	69982607
A21113	chr14	107219020
A21114	chr3	195878634
A21115	chrY	24800208
A21116	chrX	49182199
A21117	chr3	15300845
A21118	chr9	139674530
A21119	chr1	211034073
A21120	chr15	43941399
A21121	chr2	132293660
A21122	chr1	52834632
A21123	chr9	138340646
A21124	chr1	178061881
A21125	chr19	9806026
A21126	chr10	56359940
A21127	chr1	110950211
A21128	chrX	45811482
A21129	chr12	49022118
A21130	chr8	7597413
A21131	chr16	14811498
A21132	chr8	128099131
A21133	chr7	57246437
A21134	chr10	72149782
A21135	chr1	243430990
A21136	chr7	100194427
A21137	chrX	148890346
A21138	chr13	31482026
A21139	chr1	44316627
A21140	chr10	81784705
A21141	chr1	211834075
A21142	chrX	114010360
A21143	chrX	74803926
A21144	chr11	87117
A21145	chr13	19707145
A21146	chrX	52862351
A21147	chr2	204629667
A21148	chr6	33047432
A21149	chr9	34109567
A21150	chr22	25082390
A21151	chr4	190943191
A21152	chr3	9056735
A21153	chr9	94934649
A21154	chr10	45380804
A21155	chr9	74722981
A21156	chr13	111112188
A21157	chr1	227621906
A21158	chr1	168025399
A21159	chr6	26958237
A21160	chr10	92814419
A21161	chr13	74105000
A21162	chr9	21967437
A21163	chr3	193340762
A21164	chr3	37058258
A21165	chr21	15197341
A21166	chr14	66480027
A21167	chr17	79214060
A21168	chrX	153872400
A21169	chr2	3303674
A21170	chr10	81444494
A21171	chr13	52031875
A21172	chr3	48002194
A21173	chr1	170085247
A21174	chr7	124694648
A21175	chrX	49348245
A21176	chrX	133300837
A21177	chr10	89110066
A21178	chr19	45449158
A21179	chr10	37822784
A21180	chr21	22145221
A21181	chr2	219818447
A21182	chr21	46421882
A21183	chr6	30437343
A21184	chr1	234767791
A21185	chr7	127996059
A21186	chr6	92369889
A21187	chr10	78596472
A21188	chr9	70971436
A21189	chrX	27480167
A21190	chr3	166409239
A21191	chr1	16318806
A21192	chr7	55799980
A21193	chr22	34133915
A21194	chrX	47064792
A21195	chr13	19952689
A21196	chr12	120055313
A21197	chr1	48791273
A21198	chr5	43667100
A21199	chr11	4994643
A21200	chr17	20015720
A21201	chr1	142660383
A21202	chr20	5273255
A21203	chrX	78579828
A21204	chrX	110863811
A21205	chr13	30995015
A21206	chr5	179113907
A21207	chr10	8203689
A21208	chr19	15722700
A21209	chr9	92994945
A21210	chrX	9999788
A21211	chr1	6297902
A21212	chr1	147601980
A21213	chr1	155564211
A21214	chr13	114011085
A21215	chr20	37056018
A21216	chr6	108326166
A21217	chr4	110474824
A21218	chr22	24657814
A21219	chr1	43369243
A21220	chr11	4496583
A21221	chr13	25775839
A21222	chr2	110745243
A21223	chrY	14486975
A21224	chr10	38726947
A21225	chr20	21077622
A21226	chr7	85084523
A21227	chr13	49345614
A21228	chr2	89222056
A21229	chr10	52025656
A21230	chr15	84883244
A21231	chr10	120403491
A21232	chr1	27533854
A21233	chr14	97410823
A21234	chr1	100679037
A21235	chr1	166838215
A21236	chr6	108462657
A21237	chr4	149624831
A21238	chr16	73974980
A21239	chr13	35112204
A21240	chr17	79148135
A21241	chrY	25613519
A21242	chr17	43540690
A21243	chr10	38084120
A21244	chr15	90750001
A21245	chr9	98786130
A21246	chrX	48020786
A21247	chr1	98484487
A21248	chr18	8546224
A21249	chr11	107274722
A21250	chr1	161577044
A21251	chr1	246342293
A21252	chr22	18585819
A21253	chr13	111415250
A21254	chr20	32710686
A21255	chr13	61263997
A21256	chr10	13100289
A21257	chr8	134420860
A21258	chr13	67555736
A21259	chr7	29681641
A21260	chr21	31635948
A21261	chr10	4701115
A21262	chr7	55866148
A21263	chr15	82679818
A21264	chr3	11942102
A21265	chrY	27832350
A21266	chr22	16870016
A21267	chr1	27312609
A21268	chr21	29109125
A21269	chr7	21260439
A21270	chr8	7834711
A21271	chr20	33421821
A21272	chr9	38567232
A21273	chr9	32333903
A21274	chr13	39398821
A21275	chr10	37284232
A21276	chr20	34341188
A21277	chr7	112376984
A21278	chr9	138363598
A21279	chr15	71405208
A21280	chr5	132284297
A21281	chrX	109764894
A21282	chr7	56431557
A21283	chr19	65865
A21284	chr9	42752054
A21285	chrX	109096844
A21286	chr10	10831671
A21287	chr1	244558620
A21288	chr10	5170848
A21289	chr20	18466302
A21290	chr12	66628436
A21291	chr10	86151232
A21292	chr13	79363948
A21293	chr17	39565395
A21294	chr2	74376162
A21295	chr17	16980209
A21296	chr2	130731102
A21297	chr4	49018935
A21298	chr1	187532728
A21299	chr22	29853491
A21300	chrY	25744264
A21301	chrX	73227201
A21302	chr3	193271939
A21303	chr20	8233457
A21304	chr17	36626645
A21305	chr1	89882520
A21306	chr2	239441513
A21307	chr6	31496180
A21308	chr1	47603634
A21309	chrX	52703934
A21310	chr10	19026117
A21311	chr13	53775331
A21312	chr9	94912988
A21313	chr2	90060686
A21314	chr3	12579495
A21315	chr13	90014446
